3.0   2000.

   1500.0000000      5.6854892      0.8792393
   1000.0000000      5.4306030      0.8291724
    300.0000000      4.7875538      0.9095982
    200.0000000      4.5404010      0.9206063
    150.0000000      4.3858666      0.9052907
    100.0000000      4.1891356      0.9826499
     60.0000000      3.8644347      1.0633970
     50.0000000      3.7271099      1.1039125
     35.0000000      3.4143534      1.1612169
     25.0000000      3.0440497      1.1637625
     20.0000000      2.7582519      1.0987494
     18.0000000      2.6323926      0.9708126
     12.0000000      2.6839349      0.9374450
      9.6999998      2.2452168      0.9523110
      9.0000000      2.0943720      0.7822260
      7.0000000      2.2068858      0.4328494
      5.0000000      2.2614980      0.3795836
      3.4000001      2.2126930      0.3704990
      2.2000000      2.1469765      0.3546980
      1.6500000      2.0930917      0.3497480
      1.2500000      2.0455031      0.3498236
      0.7000000      1.9375252      0.3783237
      0.5500000      1.8844824      0.4023936
      0.4340000      1.8195087      0.4333915
      0.4000000      1.7918118      0.4436095
      0.3300000      1.7163153      0.4596778
      0.2800000      1.6424102      0.4638311
      0.2600000      1.5978674      0.4542570
      0.2400000      1.5544592      0.4204742
      0.2175000      1.5364183      0.3627043
      0.2000000      1.5528798      0.3213293
      0.1900000      1.5748967      0.3004256
      0.1700000      1.6659561      0.3046092
      0.1600000      1.7145160      0.3576923
      0.1500000      1.7339225      0.4491197
      0.1400000      1.6870451      0.5403786
      0.1300000      1.6330097      0.5945060
      0.1200000      1.5729376      0.6515218
