1.0  100

 1000.000      1.37337         6.78089E-03
 988.5500      1.37337         6.78089E-03
 1.82313E+01   1.37337         6.78089E-03
 1.82233E+01   1.37375         6.11571E-03
 1.81595E+01   1.37331         9.66631E-03
 1.81516E+01   1.37293         8.08879E-03
 1.81436E+01   1.37309         6.73929E-03
 1.81357E+01   1.37367         5.83517E-03
 1.81278E+01   1.37450         5.19986E-03
 1.81198E+01   1.37544         5.00569E-03
 1.81119E+01   1.37630         5.51274E-03
 1.81040E+01   1.37688         6.45060E-03
 1.80961E+01   1.37713         7.25178E-03
 1.80882E+01   1.37723         7.71982E-03
 1.80410E+01   1.37679         8.05714E-03
 1.80332E+01   1.37687         7.83277E-03
 1.80254E+01   1.37702         7.56490E-03
 1.80175E+01   1.37729         7.23956E-03
 1.80097E+01   1.37765         6.88762E-03
 1.80019E+01   1.37816         6.63539E-03
 1.79941E+01   1.37873         6.70087E-03
 1.79163E+01   1.38019         7.37228E-03
 1.79086E+01   1.38072         7.89454E-03
 1.79009E+01   1.38088         9.18326E-03
 1.78932E+01   1.38061         1.00875E-02
 1.78854E+01   1.38024         9.82467E-03
 1.78777E+01   1.38014         9.00217E-03
 1.78700E+01   1.38028         8.82803E-03
 1.78623E+01   1.38039         9.46197E-03
 1.78546E+01   1.38020         1.00264E-02
 1.78469E+01   1.37978         1.02691E-02
 1.78393E+01   1.37896         1.09680E-02
 1.78316E+01   1.37750         1.19435E-02
 1.78239E+01   1.37573         1.09242E-02
 1.78163E+01   1.37490         6.07789E-03
 1.78086E+01   1.37624         5.67124E-04
 1.77629E+01   1.38637         4.41977E-03
 1.77553E+01   1.38678         5.09336E-03
 1.77477E+01   1.38696         6.40604E-03
 1.77401E+01   1.38681         7.14996E-03
 1.77325E+01   1.38657         7.13631E-03
 1.77249E+01   1.38645         6.90900E-03
 1.77174E+01   1.38648         6.61188E-03
 1.77098E+01   1.38676         6.07758E-03
 1.77022E+01   1.38724         5.59979E-03
 1.76947E+01   1.38781         5.71984E-03
 1.76871E+01   1.38823         6.33280E-03
 1.76796E+01   1.38848         6.70614E-03
 1.76721E+01   1.38875         6.47195E-03
 1.76645E+01   1.38922         6.11846E-03
 1.76570E+01   1.38982         6.30767E-03
 1.76495E+01   1.39030         7.11298E-03
 1.76420E+01   1.39047         8.09838E-03
 1.76345E+01   1.39039         8.83537E-03
 1.76270E+01   1.39016         9.07843E-03
 1.75598E+01   1.38929         3.16958E-03
 1.75524E+01   1.39094         2.78885E-03
 1.75450E+01   1.39245         3.52856E-03
 1.75376E+01   1.39348         4.87008E-03
 1.75301E+01   1.39393         6.30309E-03
 1.75227E+01   1.39393         7.32927E-03
 1.75153E+01   1.39369         7.69678E-03
 1.75080E+01   1.39343         7.57822E-03
 1.75006E+01   1.39328         7.22647E-03
 1.74932E+01   1.39333         6.59627E-03
 1.74858E+01   1.39372         5.63748E-03
 1.74784E+01   1.39442         4.83989E-03
 1.74711E+01   1.39524         4.92332E-03
 1.74124E+01   1.39746         6.49629E-03
 1.74051E+01   1.39753         5.48790E-03
 1.73978E+01   1.39807         4.17379E-03
 1.73905E+01   1.39919         2.80675E-03
 1.73832E+01   1.40090         1.78614E-03
 1.73759E+01   1.40286         2.07708E-03
 1.73686E+01   1.40441         4.35946E-03
 1.73614E+01   1.40492         7.78101E-03
 1.73541E+01   1.40432         1.03337E-02
 1.73468E+01   1.40332         1.07655E-02
 1.73396E+01   1.40256         9.79337E-03
 1.72818E+01   1.40415         6.65977E-03
 1.72746E+01   1.40486         6.75970E-03
 1.72674E+01   1.40541         7.23196E-03
 1.72602E+01   1.40581         7.74489E-03
 1.72530E+01   1.40610         7.91925E-03
 1.72459E+01   1.40643         7.90272E-03
 1.72387E+01   1.40675         8.20111E-03
 1.71816E+01   1.40785         7.15369E-03
 1.71745E+01   1.40825         7.11187E-03
 1.71674E+01   1.40865         6.87471E-03
 1.71603E+01   1.40914         6.49522E-03
 1.71532E+01   1.40970         6.27973E-03
 1.71461E+01   1.41024         6.42951E-03
 1.71390E+01   1.41064         6.68015E-03
 1.71319E+01   1.41102         6.52166E-03
 1.71248E+01   1.41154         5.87742E-03
 1.71177E+01   1.41233         5.37309E-03
 1.71107E+01   1.41316         5.68912E-03
 1.71036E+01   1.41371         6.71320E-03
 1.70966E+01   1.41385         7.56485E-03
 1.70895E+01   1.41382         7.51043E-03
 1.70825E+01   1.41397         6.72526E-03
 1.70755E+01   1.41446         5.99029E-03
 1.70685E+01   1.41512         5.81244E-03
 1.70614E+01   1.41578         6.05987E-03
 1.70544E+01   1.41625         6.36243E-03
 1.70474E+01   1.41661         6.49900E-03
 1.70404E+01   1.41696         6.35733E-03
 1.70334E+01   1.41746         5.88875E-03
 1.70264E+01   1.41819         5.36129E-03
 1.70194E+01   1.41907         5.35894E-03
 1.70124E+01   1.41982         6.16005E-03
 1.70055E+01   1.42019         7.29669E-03
 1.69985E+01   1.42014         8.10923E-03
 1.69915E+01   1.41981         8.52961E-03
 1.69846E+01   1.41917         8.77241E-03
 1.69776E+01   1.41841         8.29063E-03
 1.69360E+01   1.42915         4.16202E-03
 1.69291E+01   1.42935         6.88794E-03
 1.69222E+01   1.42904         7.68670E-03
 1.69153E+01   1.42877         7.63380E-03
 1.69084E+01   1.42873         7.67059E-03
 1.69015E+01   1.42882         7.74272E-03
 1.68946E+01   1.42903         7.52136E-03
 1.68878E+01   1.42939         7.19413E-03
 1.68398E+01   1.43349         6.29667E-03
 1.68329E+01   1.43433         7.16762E-03
 1.68261E+01   1.43481         8.30558E-03
 1.68193E+01   1.43490         9.30140E-03
 1.68125E+01   1.43469         9.84880E-03
 1.68056E+01   1.43437         9.86288E-03
 1.67988E+01   1.43409         9.37488E-03
 1.67920E+01   1.43407         8.44114E-03
 1.67852E+01   1.43435         7.16904E-03
 1.67784E+01   1.43511         5.73221E-03
 1.67446E+01   1.44071         6.45775E-03
